cpt_code,pcs_ccs_single,pcs_ccs_single_label
'44125',75,(75) small bowel resection
'44126',75,(75) small bowel resection
'44127',75,(75) small bowel resection
'44130',73,(73) ileostomy and other enterostomy
'44133',75,(75) small bowel resection
'44136',176,(176) other organ transplantation
'44137',99,(99) other or gastrointestinal therapeutic procedures
'44140',78,(78) colorectal resection
'44141',78,(78) colorectal resection
'44143',78,(78) colorectal resection
'44144',78,(78) colorectal resection
'44145',78,(78) colorectal resection
'44146',78,(78) colorectal resection
'44147',78,(78) colorectal resection
'44150',78,(78) colorectal resection
'44151',78,(78) colorectal resection
'44152',78,(78) colorectal resection
'44153',78,(78) colorectal resection
'44155',78,(78) colorectal resection
'44156',78,(78) colorectal resection
'44157',78,(78) colorectal resection
'44158',78,(78) colorectal resection
'44160',78,(78) colorectal resection
'44180',96,(96) other or lower gi therapeutic procedures
'44186',73,(73) ileostomy and other enterostomy
'44187',73,(73) ileostomy and other enterostomy
'44188',72,"(72) colostomy, temporary and permanent"
'44202',75,(75) small bowel resection
'44204',78,(78) colorectal resection
'44205',78,(78) colorectal resection
'44206',78,(78) colorectal resection
'44207',78,(78) colorectal resection
'44208',78,(78) colorectal resection
'44210',78,(78) colorectal resection
'44211',78,(78) colorectal resection
'44212',78,(78) colorectal resection
'44227',96,(96) other or lower gi therapeutic procedures
'44238',87,(87) laparoscopy
'44300',73,(73) ileostomy and other enterostomy
'44310',73,(73) ileostomy and other enterostomy
'44312',73,(73) ileostomy and other enterostomy
'44314',73,(73) ileostomy and other enterostomy
'44316',73,(73) ileostomy and other enterostomy
'44320',72,"(72) colostomy, temporary and permanent"
'44322',72,"(72) colostomy, temporary and permanent"
'44340',72,"(72) colostomy, temporary and permanent"
'44345',72,"(72) colostomy, temporary and permanent"
'44346',86,(86) other hernia repair
'44602',96,(96) other or lower gi therapeutic procedures
'44603',96,(96) other or lower gi therapeutic procedures
'44604',96,(96) other or lower gi therapeutic procedures
'44605',72,"(72) colostomy, temporary and permanent"
'44615',94,(94) other or upper gi therapeutic procedures
'44620',96,(96) other or lower gi therapeutic procedures
'44625',96,(96) other or lower gi therapeutic procedures
'44626',96,(96) other or lower gi therapeutic procedures
'44640',96,(96) other or lower gi therapeutic procedures
'44650',96,(96) other or lower gi therapeutic procedures
'44660',96,(96) other or lower gi therapeutic procedures
'44661',75,(75) small bowel resection
'44680',96,(96) other or lower gi therapeutic procedures
'44700',96,(96) other or lower gi therapeutic procedures
'44715',176,(176) other organ transplantation
'44720',176,(176) other organ transplantation
'44721',176,(176) other organ transplantation
'44800',96,(96) other or lower gi therapeutic procedures
'44820',96,(96) other or lower gi therapeutic procedures
'44850',96,(96) other or lower gi therapeutic procedures
'44900',96,(96) other or lower gi therapeutic procedures
'44901',96,(96) other or lower gi therapeutic procedures
'44950',80,(80) appendectomy
'44960',80,(80) appendectomy
'44970',80,(80) appendectomy
'44979',80,(80) appendectomy
'45000',96,(96) other or lower gi therapeutic procedures
'45108',96,(96) other or lower gi therapeutic procedures
'45110',78,(78) colorectal resection
'45111',78,(78) colorectal resection
'45112',78,(78) colorectal resection
'45113',78,(78) colorectal resection
'45114',78,(78) colorectal resection
'45116',78,(78) colorectal resection
'45119',78,(78) colorectal resection
'45120',78,(78) colorectal resection
'45121',78,(78) colorectal resection
'45123',78,(78) colorectal resection
'45126',78,(78) colorectal resection
'45130',78,(78) colorectal resection
'45135',78,(78) colorectal resection
'45136',78,(78) colorectal resection
'45150',96,(96) other or lower gi therapeutic procedures
'45160',78,(78) colorectal resection
'45170',96,(96) other or lower gi therapeutic procedures
'45171',78,(78) colorectal resection
'45172',78,(78) colorectal resection
'45395',78,(78) colorectal resection
'45397',78,(78) colorectal resection
'45400',96,(96) other or lower gi therapeutic procedures
'45402',78,(78) colorectal resection
'45499',87,(87) laparoscopy
'45500',76,(76) colonoscopy and biopsy
'45505',76,(76) colonoscopy and biopsy
'45540',96,(96) other or lower gi therapeutic procedures
'45541',96,(96) other or lower gi therapeutic procedures
'45550',78,(78) colorectal resection
'45560',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'45562',96,(96) other or lower gi therapeutic procedures
'45563',72,"(72) colostomy, temporary and permanent"
'45800',96,(96) other or lower gi therapeutic procedures
'45805',72,"(72) colostomy, temporary and permanent"
'45820',96,(96) other or lower gi therapeutic procedures
'45825',72,"(72) colostomy, temporary and permanent"
'46020',96,(96) other or lower gi therapeutic procedures
'46030',96,(96) other or lower gi therapeutic procedures
'46060',96,(96) other or lower gi therapeutic procedures
'46070',96,(96) other or lower gi therapeutic procedures
'46080',96,(96) other or lower gi therapeutic procedures
'46275',96,(96) other or lower gi therapeutic procedures
'46280',96,(96) other or lower gi therapeutic procedures
'46285',96,(96) other or lower gi therapeutic procedures
'46288',96,(96) other or lower gi therapeutic procedures
'46700',96,(96) other or lower gi therapeutic procedures
'46705',96,(96) other or lower gi therapeutic procedures
'46706',96,(96) other or lower gi therapeutic procedures
'46707',96,(96) other or lower gi therapeutic procedures
'46710',96,(96) other or lower gi therapeutic procedures
'46712',96,(96) other or lower gi therapeutic procedures
'46715',96,(96) other or lower gi therapeutic procedures
'46716',96,(96) other or lower gi therapeutic procedures
'46730',96,(96) other or lower gi therapeutic procedures
'46735',96,(96) other or lower gi therapeutic procedures
'46740',96,(96) other or lower gi therapeutic procedures
'46742',96,(96) other or lower gi therapeutic procedures
'46744',132,"(132) other or therapeutic procedures, female organs"
'46746',132,"(132) other or therapeutic procedures, female organs"
'46748',132,"(132) other or therapeutic procedures, female organs"
'46750',96,(96) other or lower gi therapeutic procedures
'46751',96,(96) other or lower gi therapeutic procedures
'46753',96,(96) other or lower gi therapeutic procedures
'46760',96,(96) other or lower gi therapeutic procedures
'46761',96,(96) other or lower gi therapeutic procedures
'46762',96,(96) other or lower gi therapeutic procedures
'46924',95,(95) other non-or lower gi therapeutic procedures
'47010',99,(99) other or gastrointestinal therapeutic procedures
'47011',99,(99) other or gastrointestinal therapeutic procedures
'47015',99,(99) other or gastrointestinal therapeutic procedures
'47120',99,(99) other or gastrointestinal therapeutic procedures
'47122',99,(99) other or gastrointestinal therapeutic procedures
'47125',99,(99) other or gastrointestinal therapeutic procedures
'47130',99,(99) other or gastrointestinal therapeutic procedures
'47135',176,(176) other organ transplantation
'47136',176,(176) other organ transplantation
'47140',176,(176) other organ transplantation
'47141',176,(176) other organ transplantation
'47142',176,(176) other organ transplantation
'47146',176,(176) other organ transplantation
'47147',176,(176) other organ transplantation
'47300',99,(99) other or gastrointestinal therapeutic procedures
'47350',99,(99) other or gastrointestinal therapeutic procedures
'47360',99,(99) other or gastrointestinal therapeutic procedures
'47361',99,(99) other or gastrointestinal therapeutic procedures
'47362',99,(99) other or gastrointestinal therapeutic procedures
'47370',99,(99) other or gastrointestinal therapeutic procedures
'47371',99,(99) other or gastrointestinal therapeutic procedures
'47379',99,(99) other or gastrointestinal therapeutic procedures
'47380',99,(99) other or gastrointestinal therapeutic procedures
'47381',99,(99) other or gastrointestinal therapeutic procedures
'47400',84,(84) cholecystectomy and common duct exploration
'47420',84,(84) cholecystectomy and common duct exploration
'47425',84,(84) cholecystectomy and common duct exploration
'47460',84,(84) cholecystectomy and common duct exploration
'47480',99,(99) other or gastrointestinal therapeutic procedures
'47562',84,(84) cholecystectomy and common duct exploration
'47563',84,(84) cholecystectomy and common duct exploration
'47564',84,(84) cholecystectomy and common duct exploration
'47570',99,(99) other or gastrointestinal therapeutic procedures
'47579',87,(87) laparoscopy
'47600',84,(84) cholecystectomy and common duct exploration
'47605',84,(84) cholecystectomy and common duct exploration
'47610',84,(84) cholecystectomy and common duct exploration
'47612',84,(84) cholecystectomy and common duct exploration
'47620',84,(84) cholecystectomy and common duct exploration
'47700',97,(97) other gastrointestinal diagnostic procedures
'47701',99,(99) other or gastrointestinal therapeutic procedures
'47711',99,(99) other or gastrointestinal therapeutic procedures
'47712',99,(99) other or gastrointestinal therapeutic procedures
'47715',99,(99) other or gastrointestinal therapeutic procedures
'47716',99,(99) other or gastrointestinal therapeutic procedures
'47719',99,(99) other or gastrointestinal therapeutic procedures
'47720',99,(99) other or gastrointestinal therapeutic procedures
'47721',99,(99) other or gastrointestinal therapeutic procedures
'47740',99,(99) other or gastrointestinal therapeutic procedures
'47741',99,(99) other or gastrointestinal therapeutic procedures
'47760',99,(99) other or gastrointestinal therapeutic procedures
'47765',99,(99) other or gastrointestinal therapeutic procedures
'47780',99,(99) other or gastrointestinal therapeutic procedures
'47785',99,(99) other or gastrointestinal therapeutic procedures
'47800',99,(99) other or gastrointestinal therapeutic procedures
'47801',99,(99) other or gastrointestinal therapeutic procedures
'47802',73,(73) ileostomy and other enterostomy
'47900',99,(99) other or gastrointestinal therapeutic procedures
'48000',99,(99) other or gastrointestinal therapeutic procedures
'48001',73,(73) ileostomy and other enterostomy
'48005',99,(99) other or gastrointestinal therapeutic procedures
'48020',99,(99) other or gastrointestinal therapeutic procedures
'48105',99,(99) other or gastrointestinal therapeutic procedures
'48120',99,(99) other or gastrointestinal therapeutic procedures
'48140',99,(99) other or gastrointestinal therapeutic procedures
'48145',99,(99) other or gastrointestinal therapeutic procedures
'48146',99,(99) other or gastrointestinal therapeutic procedures
'48148',99,(99) other or gastrointestinal therapeutic procedures
'48150',73,(73) ileostomy and other enterostomy
'48152',73,(73) ileostomy and other enterostomy
'48153',73,(73) ileostomy and other enterostomy
'48154',73,(73) ileostomy and other enterostomy
'48155',99,(99) other or gastrointestinal therapeutic procedures
'48160',176,(176) other organ transplantation
