'ICD-9-CM CODE','ICD-9-CM CODE DESCRIPTION','CATEGORY ASSIGNMENT'
'9034',PARASITOLOGYENT/LARYNX,1
'9035',TOXICOLOGYENT/LARYNX,1
'9036',CELL BLOCK/PAPENT/LARYN,1
'9039',MICRO EXAMENT/LARYN NEC,1
'9041',BACT SMEARLOWER RESP,1
'9042',CULTURELOWER RESP,1
'9043',C & SLOWER RESP,1
'9044',PARASITOLOGYLOWER RESP,1
'9045',TOXICOLOGYLOWER RESP,1
'9046',CELL BLOCK/PAPLOWR RESP,1
'9049',MICRO EXAMLOWR RESP NEC,1
'9051',BACT SMEARBLOOD,1
'9052',CULTUREBLOOD,1
'9053',C & SBLOOD,1
'9054',PARASITOLOGYBLOOD,1
'9055',TOXICOLOGYBLOOD,1
'9056',CELL BLOCK/PAPBLOOD,1
'9059',MICRO EXAMBLOOD NEC,1
'9061',BACT SMEARSPLEEN/MARROW,1
'9062',CULTURESPLEEN/MARROW,1
'9063',C & SSPLEEN/MARROW,1
'9064',PARASITOLSPLEEN/MARROW,1
'9065',TOXICOLOGYSPLEEN/MARROW,1
'9066',CELL BLK/PAPSPLEEN/MARR,1
'9069',MICRO EXAMSPLN/MARR NEC,1
'9071',BACT SMEARLYMPH SYSTEM,1
'9072',CULTURELYMPH SYSTEM,1
'9073',C & SLYMPH SYSTEM,1
'9074',PARASITOLOGYLYMPH SYS,1
'9075',TOXICOLOGYLYMPH SYSTEM,1
'9076',CELL BLK/PAPLYMPH SYS,1
'9079',MICRO EXAMLYMPH SYS NEC,1
'9081',BACT SMEARUPPER GI,1
'9082',CULTUREUPPER GI,1
'9083',C & SUPPER GI,1
'9084',PARASITOLOGYUPPER GI,1
'9085',TOXICOLOGYUPPER GI,1
'9086',CELL BLK/PAPUPPER GI,1
'9089',MICRO EXAMUPPER GI NEC,1
'9091',BACT SMEARLOWER GI,1
'9092',CULTURELOWER GI,1
'9093',C & SLOWER GI,1
'9094',PARASITOLOGYLOWER GI,1
'9095',TOXICOLOGYLOWER GI,1
'9096',CELL BLK/PAPLOWER GI,1
'9099',MICRO EXAMLOWER GI NEC,1
'9101',BACT SMEARBILI/PANCREAS,1
'9102',CULTUREBILI/PANCREAS,1
'9103',C & SBILI/PANCREAS,1
'9104',PARASITOLOGYBILI/PANCR,1
'9105',TOXICOLOGYBILI/PANCREAS,1
'9106',CELL BLK/PAPBILI/PANCRE,1
'9109',MICRO EXAMBILI/PANC NEC,1
'9111',BACT SMEARPERITONEUM,1
'9112',CULTUREPERITONEUM,1
'9113',C & SPERITONEUM,1
'9114',PARASITOLOGYPERITONEUM,1
'9115',TOXICOLOGYPERITONEUM,1
'9116',CELL BLK/PAPPERITONEUM,1
'9119',MICRO EXAMPERITON NEC,1
'9121',BACT SMEARUPPER URINARY,1
'9122',CULTUREUPPER URINARY,1
'9123',C & SUPPER URINARY,1
'9124',PARASITOLOGYUPPER URIN,1
'9125',TOXICOLOGYUPPER URINARY,1
'9126',CELL BLK/PAPUPPER URIN,1
'9129',MICRO EXAMUPPR URIN NEC,1
'9131',BACT SMEARLOWER URINARY,1
'9132',CULTURELOWER URINARY,1
'9133',C & SLOWER URINARY,1
'9134',PARASITLOLGYLOWER URIN,1
'9135',TOXICOLOGYLOWER URINARY,1
'9136',CELL BLK/PAPLOWER URIN,1
'9139',MICRO EXAMLOW URIN NEC,1
'9141',BACT SMEARFEMALE GENIT,1
'9142',CULTUREFEMALE GENITAL,1
'9143',C & SFEMALE GENITAL,1
'9144',PARASITOLOGYFEMALE GEN,1
'9145',TOXICOLOGYFEMALE GENIT,1
'9146',CELL BLK/PAPFEMALE GEN,1
'9149',MICRO EXAMFEMAL GEN NEC,1
'9151',BACT SMEARMUSCULOSKEL,1
'9152',CULTUREMUSCULOSKELETAL,1
'9153',C & SMUSCULOSKELETAL,1
'9154',PARASITOLOGYMUSCULOSKEL,1
'9155',TOXICOLOGYMUSCULOSKEL,1
'9156',CELL BLK/PAPMUSCULOSKEL,1
'9159',MICRO EXAMMUSCULOSK NEC,1
'9161',BACT SMEARINTEGUMENT,1
'9162',CULTUREINTEGUMENT,1
'9163',C & SINTEGUMENT,1
'9164',PARASITOLOGYINTEGUMENT,1
'9165',TOXICOLOGYINTEGUMENT,1
'9166',CELL BLK/PAPINTEGUMENT,1
'9169',MICRO EXAMINTEGUMEN NEC,1
'9171',BACT SMEAROP WOUND,1
'9172',CULTUREOP WOUND,1
'9173',C & SOP WOUND,1
'9174',PARASITOLOGYOP WOUND,1
'9175',TOXICOLOGYOP WOUND,1
'9176',CELL BLK/PAPOP WOUND,1
'9179',MICRO EXAMOP WOUND NEC,1
'9181',BACT SMEAR NEC,1
'9182',CULTURE NEC,1
'9183',C & S NEC,1
'9184',PARASITOLOGY NEC,1
'9185',TOXICOLOGY NEC,1
'9186',CELL BLK/PAP NEC,1
'9189',MICRO EXAM NEC,1
'9191',BACT SMEAR NOS,1
'9192',CULTURE NOS,1
'9193',C & S NOS,1
'9194',PARASITOLOGY NOS,1
'9195',TOXICOLOGY NOS,1
'9196',CELL BLK/PAP NOS,1
'9199',MICRO EXAM NOS,1
'9201',THYROID SCAN/ISOTOP FUNC,1
'9202',LIVER SCAN/ISOTOPE FUNCT,1
'9203',RENAL SCAN/ISOTOPE FUNCT,1
'9204',GI SCAN & ISOTOPE FUNCT,1
'9205',CVASC SCAN/ISOTOP FUNCT,1
'9209',OTHER ISOTOPE FUNCTION,1
'9211',CEREBRAL SCAN,1
'9212',HEAD SCAN NEC,1
'9213',PARATHYROID SCAN,1
'9214',BONE SCAN,1
'9215',PULMONARY SCAN,1
'9216',LYMPHATIC SYSTEM SCAN,1
'9217',PLACENTAL SCAN,1
'9218',TOTAL BODY SCAN,1
'9219',SCAN OF OTHER SITES,1
'9220',INF LIQUID BRACHY ISOTOP (Begin 2005),2
'9221',SUPERFICIAL RADIATION,2
'9222',ORTHOVOLTAGE RADIATION,2
'9223',RADIOISOT TELERADIOTHER,2
'9224',TELERADIO (PROTONS)S (Begin 1980),2
'9225',ELECTRON TELERADIOTHERAP,2
'9226',PARTICUL TELERADIOTH NEC,2
'9227',RADIOACTIVE ELEM IMPLANT,4
'9228',ISOTOPE INJECT/INSTILL,2
'9229',RADIOTHERAPEUT PROC NEC,2
'923 ',STEREOTACT RADIOSURGERY (Begin 1995 End 1998),2
'9230',STEREOTACTIC RADIOSURG NOS (Begin 1998),2
'9231',SINGL SOURC PHOTON RADIOSURG (Begin 1998),2
'9232',MULTISOURC PHOTON RADIOSURG (Begin 1998),2
'9233',PARTICULATE RADIOSURG (Begin 1998),2
'9239',STEREOTACTIC RADIOSURG NEC (Begin 1998),2
'9241',INTRA-OP ELECTRON RAD RX (Begin 2007),2
'9301',FUNCTIONAL PT EVALUATION,1
'9302',ORTHOTIC EVALUATION,1
'9303',PROSTHETIC EVALUATION,1
'9304',MANUAL MUSCLE FUNCT TEST,1
'9305',RANGE OF MOTION TESTING,1
'9306',LIMB LENGTH MEASUREMENT,1
'9307',BODY MEASUREMENT,1
'9308',ELECTROMYOGRAPHY,1
'9309',OTHER DX PT PROCEDURE,1
'9311',ASSISTING EXERCISE,2
'9312',ACTIV MUSCULOSK EXER NEC,2
'9313',RESISTIVE EXERCISE,2
'9314',JOINT MOVEMENT TRAINING,2
'9315',MOBILIZATION OF SPINE,2
'9316',OTHER JOINT MOBILIZATION,2
'9317',PASS MUSCULOSK EXER NEC,2
'9318',PT BREATHING EXERCISE,2
'9319',PT EXERCISE NEC,2
'9321',MANUAL & MECHAN TRACTION,2
'9322',AMBULAT & GAIT TRAINING,2
'9323',ORTHOTIC DEVICE FITTING,2
'9324',PROSTHET/ORTHOT TRAINING,2
'9325',FORCED LIMB EXTENSION,2
'9326',MANUAL RUPT JOINT ADHES,2
'9327',MUSC OR TEND STRETCHING,2
'9328',STRETCHING OF FASCIA,2
'9329',FORCIB CORRECT DEFOR NEC,2
'9331',ASSISTED POOL EXERCISE,2
'9332',WHIRLPOOL TREATMENT,2
'9333',OTHER HYDROTHERAPY,2
'9334',DIATHERMY,2
'9335',OTHER HEAT THERAPY,2
'9336',CARDIAC RETRAINING,2
'9337',PRENATAL TRAINING,2
'9338',COMBINED PT NOS,2
'9339',PHYSICAL THERAPY NEC,2
'9341',SPINE TRACT W SKULL DEV,2
'9342',OTHER SPINAL TRACTION,2
'9343',INTERMITT SKEL TRACTION,2
'9344',OTHER SKELETAL TRACTION,2
'9345',THOMAS,2
'9346',LIMB SKIN TRACTION NEC,2
'9351',PLASTER JACKET APPLICAT,2
'9352',NECK SUPPORT APPLICATION,2
'9353',OTHER CAST APPLICATION,2
'9354',APPLICATION OF SPLINT,2
'9355',DENTAL WIRING,2
'9356',PRESSURE DRESSING APPLIC,2
'9357',DRESSING OF WOUND NEC,2
'9358',PRESSURE TROUSER APPLICA,2
'9359',IMMOBILIZ/WOUND ATTN NEC,2
'9361',OMT FOR GEN,2
'9362',OMT WITH HIVELLOAMPLI,2
'9363',OMT WITH LOVELHIAMPLI,2
'9364',OMT WITH ISOTONISOMETRI,2
'9365',OMT WITH INDIRECT FORCES,2
'9366',OMT TO MOVE TISSUE FLUID,2
'9367',OSTEOPATH MANIPULAT NEC,2
'9371',DYSLEXIA TRAINING,2
'9372',DYSPHASIA TRAINING,2
'9373',ESOPHAG SPEECH TRAINING,2
'9374',SPEECH DEFECT TRAINING,2
'9375',OTHER SPEECH THERAPY,2
'9376',TRAINING IN LEAD DOG USE,2
'9377',BRAILLE OR MOON TRAINING,2
'9378',REHAB FOR THE BLIND NEC,2
'9381',RECREATIONAL THERAPY,2
'9382',EDUCATIONAL THERAPY,2
'9383',OCCUPATIONAL THERAPY,2
'9384',MUSIC THERAPY,2
'9385',VOCATIONAL REHABILITAT,2
'9389',REHABILITATION NEC,2
'9390',CONT POS AIRWAY PRESSURE (Begin 1988),2
'9391',IPPB,2
'9392',OTH MECH RESP ASSISTS (Begin 1980 End 1991),2
'9393',NONMECHAN RESUSCITATION,2
'9394',NEBULIZER THERAPY,2
'9395',HYPERBARIC OXYGENATION,2
'9396',OXYGEN ENRICHMENT NEC,2
'9397',DECOMPRESSION CHAMBER,2
'9398',ATMOS PRESS/COMPOS CONTR,2
'9399',OTHER RESP PROCEDURES,2
'9401',INTELLIGENCE TEST ADMIN,1
'9402',PSYCHOLOGIC TEST ADMINIS,1
'9403',CHARACTER ANALYSIS,1
'9408',PSYCHOL EVAL & TEST NEC,1
'9409',PSYCHOL MENTAL STAT NOS,1
'9411',PSYCHIAT MENTAL DETERMIN,1
'9412',ROUTINE PSYCHIAT VISIT,1
'9413',PSYCHIA COMMITMENT EVAL,1
'9419',PSYCHIA INTERV/EVAL NEC,1
'9421',NARCOANALYSIS,2
'9422',LITHIUM THERAPY,2
'9423',NEUROLEPTIC THERAPY,2
'9424',CHEMICAL SHOCK THERAPY,2
'9425',PSYCHIAT DRUG THERAP NEC,2
'9426',SUBCONVULSIVE EST,2
'9427',ELECTROSHOCK THERAPY NEC,2
'9429',PSYCHIATR SOMATOTHER NEC,2
'9431',PSYCHOANALYSIS,2
'9432',HYPNOTHERAPY,2
'9433',BEHAVIOR THERAPY,2
'9434',IND THERAP PSYCHSEX DYSF,2
'9435',CRISIS INTERVENTION,2
'9436',PLAY PSYCHOTHERAPY,2
'9437',EXPLOR VERBAL PSYCHOTHER,2
'9438',SUPPOR VERBAL PSYCHOTHER,2
'9439',INDIVID PSYCHOTHERAP NEC,2
'9441',GRP THERAP PSYCHSEX DYSF,2
'9442',FAMILY THERAPY,2
'9443',PSYCHODRAMA,2
'9444',OTHER GROUP THERAPY,2
'9445',DRUG ADDICT COUNSELLING,2
'9446',ALCOHOLISM COUNSELLING,2
'9449',OTHER COUNSELLING,2
'9451',REFERRAL FOR PSYCHOTHER,2
'9452',REFERRAL PSYCH AFTERCARE,2
'9453',REFERRAL ALCOHOL REHAB,2
'9454',REFERRAL FOR DRUG REHAB,2
'9455',REFERRAL VOCATION REHAB,2
'9459',REFERRAL PSYCH REHAB NEC,2
'9461',ALCOHOL REHABILITATION (Begin 1989),2
'9462',ALCOHOL DETOXIFICATION (Begin 1989),2
'9463',ALCOHOL REHAB/DETOX (Begin 1989),2
'9464',DRUG REHABILITATION (Begin 1989),2
'9465',DRUG DETOXIFICATION (Begin 1989),2
'9466',DRUG REHAB/DETOX (Begin 1989),2
'9467',COMB ALCOHOL/DRUG REHAB (Begin 1989),2
'9468',COMB ALCOHOL/DRUG DETOX (Begin 1989),2
'9469',COMB ALCO/DRUG REHA/DETO(Begin 1989),2
'9501',LIMITED EYE EXAMINATION,1
'9502',COMPREHENSIVE EYE EXAM,1
'9503',EXTENDED OPHTHAL WORKUP,1
'9504',ANESTHETIZED EYE EXAM,3
'9505',VISUAL FIELD STUDY,1
'9506',COLOR VISION STUDY,1
'9507',DARK ADAPTATION STUDY,1
'9509',EYE EXAMINATION NOS,1
'9511',FUNDUS PHOTOGRAPHY,1
'9512',EYE FLUORESCEIN ANGIOGRA,1
'9513',ULTRASOUND STUDY OF EYE,1
'9514',XRAY STUDY OF EYE,1
'9515',OCULAR MOTILITY STUDY,1
'9516',P32 & EYE TRACER NEC,1
'9521',ELECTRORETINOGRAM,1
'9522',ELECTROOCULOGRAM,1
'9523',VISUAL EVOKED POTENTIAL,1
'9524',ELECTRONYSTAGMOGRAM,1
'9525',ELECTROMYOGRAM OF EYE,1
'9526',GLAUCOMA TESTING,1
'9531',SPECTACLE FIT & DISPENSE,2
'9532',PERSCR/FIT/DISP CONTACTS,2
'9533',OTH LO VISION AID DISPEN,2
'9534',OCULAR PROSTHETICS,2
'9535',ORTHOPTIC TRAINING,2
'9536',OPHTH COUNSEL & INSTRUCT,2
'9541',AUDIOMETRY,1
'9542',CLINICAL HEARING TEST,1
'9543',AUDIOLOGICAL EVALUATION,1
'9544',CLIN VESTIBUL FUNCT TEST,1
'9545',ROTATION TESTS,1
'9546',AUDIT & VESTIB TEST NEC,1
'9547',HEARING EXAMINATION NOS,1
'9548',FITTING OF HEARING AID,2
'9549',NONOP HEARING PROC NEC,2
'9601',INSERT NASOPHARYN AIRWAY,2
'9602',INSERT OROPHARYN AIRWAY,2
'9603',INSERT ESOPH OBTU AIRWAY,2
'9604',INSERT ENDOTRACHEAL TUBE,2
'9605',RESP TRACT INTUBAT NEC,2
'9606',INSERT SENGSTAKEN TUBE,2
'9607',INSERT GASTRIC TUBE NEC,2
'9608',INSERT INTESTINAL TUBE,2
'9609',INSERT RECTAL TUBE,2
'9611',PACK EXT AUDITORY CANAL,2
'9614',VAGINAL PACKING,2
'9615',VAGINAL MOLD INSERTION,2
'9616',OT VAGINAL DILATION,2
'9617',VAG DIAPHRAGM INSERTION,2
'9618',OTH VAGIN PESSARY INSERT,2
'9619',RECTAL PACKING,2
'9621',DILAT FRONTONASAL DUCT,2
'9622',DILATION OF RECTUM,2
'9623',DILATION ANAL SPHINCTER,2
'9624',DILAT ENTEROSTOMY STOMA,2
'9625',THERAPEUT DISTENT BLADD,2
'9626',MANUAL REDUC RECT PROLAP,2
'9627',MANUAL REDUCTION HERNIA,2
'9628',MANL REDUCT STOMA PROLAP,2
'9629',REDUCT INTUSSUSEPT ALIMENT T (Begin 1998),2
'9631',GASTRIC COOLING,2
'9632',GASTRIC FREEZING,2
'9633',GASTRIC LAVAGE,2
'9634',GASTRIC TUBE IRRIGAT NEC,2
'9635',GASTRIC GAVAGE,2
'9636',GI OSTOMY IRRIGATION,2
'9637',PROCLYSIS,2
'9638',IMPACTED FECES REMOVAL,2
'9639',OTHER TRANSANAL ENEMA,2
'9641',BILIARY TUBE IRRIGATION,2
'9642',PANCREATIC TUBE IRRIGAT,2
'9643',GI TRACT INSTILLAT NEC,2
'9644',VAGINAL DOUCHE,2
'9645',NEPHROST/PYELOST IRRIGAT,2
'9646',URTEROST/URETE CTH IRRIG,2
'9647',CYSTOSTOMY IRRIGATION,2
'9648',INDWELL CATH IRRIG NEC,2
'9649',OTHER GU INSTILLATION,2
'9651',IRRIGATION OF EYE,2
'9652',IRRIGATION OF EAR,2
'9653',IRRIGATION OF NASAL PASS,2
'9654',DENTAL SCALING & DEBRIDE,2
'9655',TRACHEOSTOMY TOILETTE,2
'9656',BRONCH/TRACH LAVAGE NEC,2
'9657',VASCULAR CATH IRRIGATION,2
'9658',WOUND CATHETER IRRIGAT,2
'9659',WOUND IRRIGATION NEC,2
'966 ',ENTRAL INFUS NUTRIT SUB (Begin 1986),2
'9670',CONT MECH VENTUNSPC DUR (Begin 1991),2
'9671',CONT MECH VENT < 96 HRS (Begin 1991),2
'9672',CONT MECH VENT 96+ HRS (Begin 1991),2
'9701',REPLACE GAST/ESOPH TUBE,2
'9702',REPLACE GASTROSTOMY TUBE,2
'9703',REPLACE SMALL BOWEL TUBE,2
'9704',REPLACE LARGE BOWEL TUBE,2
'9705',REPL STENT IN BILE DUCT (Begin 1989),2
'9711',REPLACE UPPER LIMB CAST,2
'9712',REPLACE LOWER LIMB CAST,2
'9713',REPLACE CAST NEC,2
'9714',REPLAC M/S IMMOB DEV NEC,2
'9715',REPLACE WOUND CATHETER,2
'9716',REPLACE WOUND PACK/DRAIN,2
'9721',REPLACE NASAL PACKING,2
'9722',REPLACE DENTAL PACKING,2
'9723',REPLACE TRACH TUBE,2
'9724',REPLACE VAG DIAPHRAGM,2
'9725',REPLACE VAGINAL PESSARY,2
'9726',REPLACE VAG/VULV PACKING,2
'9729',NONOP REPLACEMENT NEC,2
'9731',REMOVE EYE PROSTHESIS,2
'9732',REMOVE NASAL PACKING,2
'9733',REMOVE DENTAL WIRING,2
'9734',REMOVE DENTAL PACKING,2
'9735',REMOVE DENTAL PROSTHESIS,2
'9736',REMOVE EXT MAND FIX DEV,2
'9737',REMOVE TRACHEOSTOMY TUBE,2
'9738',REMOVE HEAD/NECK SUTURES,2
'9739',REMOVE HEAD/NECK DEV NEC,2
'9741',REMOV THORACOTOMY TUBE,2
'9742',REMOV MEDIASTINAL DRAIN,2
'9743',REMOV THORAX SUTURES,2
'9744',NONOP REMOVAL HEART ASSIST (Begin 2001),2
'9749',REMOV THOR THER DEV NEC,2
'9751',REMOV GASTROSTOMY TUBE,2
'9752',REMOV SMALL BOWEL TUBE,2
'9753',REMOV LARGE BOWEL TUBE,2
'9754',REMOV CHOLECYSTOST TUBE,2
'9755',REMOV BILIARY/LIVER TUBE,2
'9756',REMOV PANCREATIC TUBE,2
'9759',REMOV OTHER GI DEVICE,2
'9761',REMOV PYELOS/NEPHROS TUB,2
'9762',REMOV URETERAL DRAIN,2
'9763',REMOV CYSTOSTOMY TUBE,2
'9764',REMOV URIN DRAINAGE NEC,2
'9765',REMOV URETHRAL STENT,2
'9769',REMOV OTHER URIN DEVICE,2
'9771',REMOVAL IUD,2
'9772',REMOV INTRAUTERINE PACK,2
'9773',REMOV VAGINAL DIAPHRAGM,2
'9774',REMOVAL OTH VAG PESSARY,2
'9775',REMOV VAG/VULV PACKING,2
'9779',REMOV OTHER GENIT DEVICE,2
'9781',REMOV RETROPERITON DRAIN,2
'9782',REMOV PERITONEAL DRAIN,2
'9783',REMOV ABDOM WALL SUTURE,2
'9784',REMOV TRUNK SUTURE NEC,2
'9785',REMOV TRUNK PACKING NEC,2
'9786',REMOV ABDOMEN DEVICE NEC,2
'9787',REMOV TRUNK DEVICE NEC,2
'9788',REMOV EXT IMMOBILIZATION,2
'9789',REMOV THERAPEUT DEV NEC,2
'9801',REMOV INTRALUM MOUTH FB,2
'9802',REMOV INTRALUM ESOPH FB,2
'9803',REMOV INTRALUM GASTR FB,2
'9804',REMOV INTRALUM COLON FB,2
'9805',REMOV INTRALUM RECT FB,2
'9811',REMOV INTRALUM EAR FB,2
'9812',REMOV INTRALUM NOSE FB,2
'9813',REMOV INTRALUM PHARYN FB,2
'9814',REMOV INTRALUM LARYN FB,2
'9815',REMOV INTRALUM TRACH FB,2
'9816',REMOV INTRALUM UTER FB,2
'9817',REMOV INTRALUM VAG FB,2
'9818',REMOV INTRALUM STOMA FB,2
'9819',REMOVE INTRALUM URETH FB,2
'9820',REMOVAL OF FB NOS,2
'9821',REMOVAL SUPERFIC FB EYE,2
'9822',REMOVAL HEAD/NECK FB,2
'9823',REMOVAL VULVAR FB,2
'9824',REMOVAL SCROTAL/PENIS FB,2
'9825',REMOVAL TRUNK FB NEC,2
'9826',REMOVAL FB FROM HAND,2
'9827',REMOVAL FB FROM ARM,2
'9828',REMOVAL FB FROM FOOT,2
'9829',REMOVAL FB FROM LEG,2
'9851',ESWL KID/URETER/BLADDER (Begin 1989),2
'9852',ESWL GB/BILE DUCT (Begin 1989),2
'9859',ESWL OTHER SITES (Begin 1989),2
'9900',PERIOP AUTOLOG BLD TRANS (Begin 1995),2
'9901',EXCHANGE TRANSFUSION,2
'9902',WHOLE BLOOD AUTOTRANSFUS,2
'9903',WHOLE BLOOD TRANSFUS NEC,2
'9904',PACKED CELL TRANSFUSION,2
'9905',PLATELET TRANSFUSION,2
'9906',COAG FACTOR TRANSFUSION,2
'9907',SERUM TRANSFUSION NEC,2
'9908',BLOOD EXPANDER TRANSFUS,2
'9909',TRANSFUSION NEC,2
'9910',INJ INFUS THROMBOLYTIC AGENT (Begin 1998),2
'9911',INJECT RH IMMUNE GLOBUL,2
'9912',ALLERGY IMMUNIZATION,2
'9913',AUTOIMMUNE DIS IMMUNIZAT,2
'9914',INJECT GAMMA GLOBULIN,2
'9915',PARENT INFUS NUTRIT SUB (Begin 1986),2
'9916',INJECT ANTIDOTE,2
'9917',INJECT INSULIN,2
'9918',INJECT/INFUSE ELECTROLYT,2
'9919',INJECT ANTICOAGULANT,2
'9920',INJ INFUS PLATELET INHIBITOR (Begin 1998),2
'9921',INJECT ANTIBIOTIC,2
'9922',INJECT ANTIINFECT NEC,2
'9923',INJECT STEROID,2
'9924',INJECT HORMONE NEC,2
'9925',INJECT CA CHEMOTHER NEC,2
'9926',INJECT TRANQUILIZER,2
'9927',IONTOPHORESIS,2
'9928',ANTINEOPLASTIC IMMUNOTHERAPY (Begin 1994),2
'9929',INJECT/INFUSE NEC,2
'9931',CHOLERA VACCINATION,2
'9932',TYPHOID/PARATYPHOID VACC,2
'9933',TUBERCULOSIS VACCINATION,2
'9934',PLAGUE VACCINATION,2
'9935',TULAREMIA VACCINATION,2
'9936',DIPHTHERIA TOXOID ADMIN,2
'9937',PERTUSSIS VACCINATION,2
'9938',TETANUS TOXOID ADMINIST,2
'9939',DPT ADMINISTRATION,2
'9941',POLIO VACCINE ADMINISTRA,2
'9942',SMALLPOX VACCINATION,2
'9943',YELLOW FEVER VACCINATION,2
'9944',RABIES VACCINATION,2
'9945',MEASLES VACCINATION,2
'9946',MUMPS VACCINATION,2
'9947',RUBELLA VACCINATION,2
'9948',MMR ADMINISTRATION,2
'9951',COMMON COLD VACCINATION,2
'9952',INFLUENZA VACCINATION,2
'9953',ARBOVIRUS ENCEPH VACCIN,2
'9954',ARBOVIRUS VACCINAT NEC,2
'9955',VACCINATION NEC,2
'9956',TETANUS ANTITOXIN ADMINI,2
'9957',BOTULISM ANTITOXIN ADMIN,2
'9958',ANTITOXIN ADMINISTRA NEC,2
'9959',VACCINATION/INNOCULA NEC,2
'9960',CARDIOPULM RESUSCITA NOS,2
'9961',ATRIAL CARDIOVERSION,2
'9962',HEART COUNTERSHOCK NEC,2
'9963',CLOSED CHEST CARD MASSAG,2
'9964',CAROTID SINUS STIUMLAT,2
'9969',CARDIAC RHYTHM CONV NEC,2
'9971',THERAPEU PLASMAPHERESIS (Begin 1988),2
'9972',THERAPEUTC LEUKOPHERESIS (Begin 1988),2
'9973',THERAPEU ERYTHROPHERESIS (Begin 1988),2
'9974',THERAPEU PLATELTPHERESIS (Begin 1988),2
'9975',ADMIN OF NEUROPROTECTIVE AGE (Begin 2000),2
'9976',EXTRACORPOREAL IMMUNOADSORPT (Begin 2002),2
'9977',APP/ADMINISTR ADHESION BARRI (Begin 2002),2
'9978',AQUAPHERESIS (Begin 2004),2
'9979',OTHER THERAPEU APHERESIS (Begin 1988),2
'9981',HYPOTHERMIA,2
'9982',ULTRAVIOLET LIGHT THERAP,2
'9983',OTHER PHOTOTHERAPY,2
'9984',ISOLATION,2
'9985',HYPERTHERMIA CA THERAPY (Begin 1987),2
'9986',NONINVASIVE BONE STIMUL (Begin 1987),2
'9988',THERAPEUTC PHOTOPHERESIS (Begin 1988),2
'9991',ANESTHESIA ACUPUNCTURE,2
'9992',OTHER ACUPUNCTURE,2
'9993',RECTAL MASSAGE,2
'9994',PROSTATIC MASSAGE,2
'9995',STRETCHING OF FORESKIN,2
'9996',SPERM COLLECTION,2
'9997',DENTURE FITTING,2
'9998',MILK EXTRACTION,2
'9999',NONOP PROCEDURE NEC,2
