ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,form,route,strength,strength_uom,package_size,manufacturer,startdate,enddate,status
49559036410,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,1000,wesco pharm.,NA,NA,active
49559036501,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,100,wesco pharm.,NA,NA,active
49648002900,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-15,mg,1000,j.j.balan inc.,NA,NA,active
49648002901,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-15,mg,100,j.j.balan inc.,NA,NA,active
49648003000,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,1000,j.j.balan inc.,NA,NA,active
49648003001,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,100,j.j.balan inc.,NA,NA,active
49648003100,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,1000,j.j.balan inc.,NA,NA,active
49648003101,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,100,j.j.balan inc.,NA,NA,active
49648003105,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,500,j.j.balan inc.,NA,NA,active
49648014305,acetaminophen w/codeine,acetaminophen; codeine phosphate,codeine,NA,NA,NA,0.5 gr,NA,500,NA,NA,NA,NA
49648024301,propoxyphene,dextropropoxyphene,propoxyphene,NA,capsule,oral,65,mg,100,j.j.balan inc.,NA,NA,inactive
49648024305,propoxyphene,dextropropoxyphene,propoxyphene,NA,capsule,oral,65,mg,500,j.j.balan inc.,NA,NA,inactive
49648024501,propoxyphene-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,65-650,mg,100,j.j.balan inc.,NA,NA,inactive
49648024505,propoxyphene-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,65-650,mg,500,j.j.balan inc.,NA,NA,inactive
49648066800,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-30,mg,1000,j.j.balan inc.,NA,NA,inactive
49648066801,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-30,mg,100,j.j.balan inc.,NA,NA,inactive
49648066901,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-60,mg,100,j.j.balan inc.,NA,NA,inactive
49648066905,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-60,mg,500,j.j.balan inc.,NA,NA,inactive
49648116401,isobutal with codeine,codeine; butalbital; asa; caff,codeine,NA,capsule,oral,30-50-325-40,mg,100,j.j.balan inc.,NA,NA,inactive
49648116405,isobutal with codeine,codeine; butalbital; asa; caff,codeine,NA,capsule,oral,30-50-325-40,mg,500,j.j.balan inc.,NA,NA,inactive
49648140701,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,100,j.j.balan inc.,NA,NA,inactive
49648151601,propoxyphene n-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,50-325,mg,100,j.j.balan inc.,NA,NA,inactive
49648151701,propoxyphene n-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,100,j.j.balan inc.,NA,NA,inactive
49648151705,propoxyphene n-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,500,j.j.balan inc.,NA,NA,inactive
49708041988,synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,capsule,oral,356.4-30-16,mg,100,caraco pharma i,NA,NA,active
49727009704,propoxyphene,dextropropoxyphene,propoxyphene,NA,capsule,oral,65,mg,500,vita-rx corp,NA,NA,inactive
49727009705,propoxyphene,dextropropoxyphene,propoxyphene,NA,capsule,oral,65,mg,1000,vita-rx corp,NA,NA,inactive
49727009904,propoxyphene,dextropropoxyphene,propoxyphene,NA,capsule,oral,65,mg,500,vita-rx corp,NA,NA,inactive
49727009905,propoxyphene,dextropropoxyphene,propoxyphene,NA,capsule,oral,65,mg,1000,vita-rx corp,NA,NA,inactive
49727010204,propoxyphene hcl compound,aspirin; caffeine; propoxyphene hydrochloride,propoxyphene,NA,NA,NA,65 mg,NA,500,NA,NA,NA,NA
49727010205,propoxyphene hcl compound,aspirin; caffeine; propoxyphene hydrochloride,propoxyphene,NA,NA,NA,65 mg,NA,1000,NA,NA,NA,NA
49727010304,propoxyphene-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,65-650,mg,500,vita-rx corp,NA,NA,inactive
49727010305,propoxyphene-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,65-650,mg,1000,vita-rx corp,NA,NA,inactive
49727015602,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-30,mg,100,vita-rx corp,NA,NA,inactive
49727015605,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-30,mg,1000,vita-rx corp,NA,NA,inactive
49727015702,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-30,mg,100,vita-rx corp,NA,NA,inactive
49727015704,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-60,mg,500,vita-rx corp,NA,NA,inactive
49727015705,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-30,mg,1000,vita-rx corp,NA,NA,inactive
49727015802,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-60,mg,100,vita-rx corp,NA,NA,inactive
49727019302,abc compound with codeine #3,codeine; butalbital; asa; caff,codeine,NA,capsule,oral,30-50-325-40,mg,100,vita-rx corp,NA,NA,inactive
49727019304,abc compound with codeine #3,codeine; butalbital; asa; caff,codeine,NA,capsule,oral,30-50-325-40,mg,500,vita-rx corp,NA,NA,inactive
49727019305,abc compound with codeine #3,codeine; butalbital; asa; caff,codeine,NA,capsule,oral,30-50-325-40,mg,500,vita-rx corp,NA,NA,inactive
49727045802,dihydrocodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
49727045804,dihydrocodeine compound,dihydrocodeine; apap; caffeine,dihydrocodeine,NA,NA,NA,NA,NA,500,NA,NA,NA,NA
49727050402,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,100,vita-rx corp,NA,NA,active
49727050405,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,1000,vita-rx corp,NA,NA,active
49727050502,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,100,vita-rx corp,NA,NA,active
49727050505,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,1000,vita-rx corp,NA,NA,active
49727089202,hycotab,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,NA,NA,5 mg-500 mg,NA,100,NA,NA,NA,NA
49727089204,hycotab,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,NA,NA,5 mg-500 mg,NA,500,NA,NA,NA,NA
49727091304,propoxyphene n-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,500,vita-rx corp,NA,NA,inactive
49727095102,vitapap-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-15,mg,100,vita-rx corp,NA,NA,inactive
49727095702,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,100,vita-rx corp,NA,NA,inactive
49727095704,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,500,vita-rx corp,NA,NA,inactive
49884012001,propoxyphene,dextropropoxyphene,propoxyphene,NA,capsule,oral,65,mg,100,par pharm.,9/30/90,9/30/90,inactive
49884012010,propoxyphene,dextropropoxyphene,propoxyphene,NA,capsule,oral,65,mg,1000,par pharm.,9/30/90,9/30/90,inactive
49884013601,oxycodone,oxycodone,oxycodone,NA,"tablet,oral only,ext.rel.12 hr",oral,10,mg,100,par pharm.,4/5/10,4/5/10,active
49884013701,oxycodone,oxycodone,oxycodone,NA,"tablet,oral only,ext.rel.12 hr",oral,20,mg,100,par pharm.,4/5/10,4/5/10,active
49884013801,oxycodone,oxycodone,oxycodone,NA,"tablet,oral only,ext.rel.12 hr",oral,40,mg,100,par pharm.,4/5/10,4/5/10,active
49884019701,oxycodone,oxycodone,oxycodone,NA,"tablet,oral only,ext.rel.12 hr",oral,80,mg,100,par pharm.,4/5/10,4/5/10,active
49884031401,propoxyphene,dextropropoxyphene,propoxyphene,NA,capsule,oral,65,mg,100,par pharm.,9/30/90,9/30/90,inactive
49884031410,propoxyphene,dextropropoxyphene,propoxyphene,NA,capsule,oral,65,mg,1000,par pharm.,9/30/90,9/30/90,inactive
49884045952,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,200,mcg,1,par pharm.,NA,NA,active
49884045955,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,200,mcg,30,par pharm.,10/30/09,10/30/09,active
49884046052,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,400,mcg,1,par pharm.,NA,NA,active
49884046055,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,400,mcg,30,par pharm.,10/30/09,10/30/09,active
49884046152,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,600,mcg,1,par pharm.,NA,NA,active
49884046155,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,600,mcg,30,par pharm.,10/30/09,10/30/09,active
49884046252,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,800,mcg,1,par pharm.,NA,NA,active
49884046255,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,800,mcg,30,par pharm.,10/30/09,10/30/09,active
49884046352,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,"1,200",mcg,1,par pharm.,NA,NA,active
49884046355,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,"1,200",mcg,30,par pharm.,10/30/09,10/30/09,active
49884046452,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,"1,600",mcg,1,par pharm.,NA,NA,active
49884046455,fentanyl citrate,fentanyl,fentanyl,NA,lozenge on a handle,buccal,"1,600",mcg,30,par pharm.,10/30/09,10/30/09,active
49884066501,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,20,mg,100,par pharm.,11/10/11,11/10/11,active
49884066601,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,30,mg,100,par pharm.,11/10/11,11/10/11,active
49884066701,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,50,mg,100,par pharm.,11/10/11,11/10/11,active
49884066801,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,60,mg,100,par pharm.,11/10/11,11/10/11,active
49884066901,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,80,mg,100,par pharm.,11/10/11,11/10/11,active
49884067001,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,100,mg,100,par pharm.,11/10/11,11/10/11,active
49884074201,tramadol,tramadol,tramadol,NA,tablet,oral,50,mg,100,par pharm.,11/21/02,11/21/02,active
49884074205,tramadol,tramadol,tramadol,NA,tablet,oral,50,mg,500,par pharm.,11/21/02,11/21/02,active
49884076152,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,25,mcg/hr,1,par pharm.,NA,NA,active
49884076178,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,25,mcg/hr,5,par pharm.,8/20/07,8/20/07,active
49884076252,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,50,mcg/hr,1,par pharm.,NA,NA,active
49884076278,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,50,mcg/hr,5,par pharm.,9/20/07,9/20/07,active
49884076352,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,75,mcg/hr,1,par pharm.,NA,NA,active
49884076378,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,75,mcg/hr,5,par pharm.,9/20/07,9/20/07,active
49884076452,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,100,mcg/hr,1,par pharm.,NA,NA,active
49884076478,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,100,mcg/hr,5,par pharm.,9/20/07,9/20/07,active
49884081001,hba,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,100,par pharm.,7/16/86,7/16/86,inactive
49884081005,hba,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,500,par pharm.,7/16/86,7/16/86,inactive
49884082111,tramadol,tramadol,tramadol,NA,tablet extended release 24 hr,oral,100,mg,30,par pharm.,11/13/09,11/13/09,active
49884082211,tramadol,tramadol,tramadol,NA,tablet extended release 24 hr,oral,200,mg,30,par pharm.,11/13/09,11/13/09,active
49884082311,tramadol,tramadol,tramadol,NA,tablet extended release 24 hr,oral,300,mg,30,par pharm.,9/20/11,9/20/11,active
49884083301,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,20,mg,100,par pharm.,7/3/96,7/3/96,active
49884083401,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,30,mg,100,par pharm.,3/9/01,3/9/01,active
49884083501,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,50,mg,100,par pharm.,7/3/96,7/3/96,active
49884083601,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,60,mg,100,par pharm.,3/9/01,3/9/01,active
49884083701,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,80,mg,100,par pharm.,10/27/06,10/27/06,active
49884083801,morphine,morphine,morphine,NA,"capsule,extend.release pellets",oral,100,mg,100,par pharm.,7/3/96,7/3/96,active
49884094601,tramadol-acetaminophen,tramadol; paracetamol,tramadol,NA,tablet,oral,37.5-325,mg,100,par pharm.,4/21/05,4/21/05,active
49884094605,tramadol-acetaminophen,tramadol; paracetamol,tramadol,NA,tablet,oral,37.5-325,mg,500,par pharm.,4/21/05,4/21/05,active
49999001700,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,100,quality care,NA,NA,inactive
49999001701,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,120,quality care,NA,NA,inactive
49999001706,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,6,quality care,NA,NA,inactive
49999001710,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,10,quality care,NA,NA,inactive
49999001712,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,12,quality care,NA,NA,inactive
49999001715,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,15,quality care,NA,NA,inactive
49999001718,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,180,quality care,NA,NA,inactive
49999001720,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,20,quality care,NA,NA,inactive
49999001730,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,30,quality care,NA,NA,inactive
49999001740,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,40,quality care,NA,NA,inactive
49999001745,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,45,quality care,NA,NA,inactive
49999001750,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,50,quality care,NA,NA,inactive
49999001760,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,60,quality care,NA,NA,inactive
49999001790,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,90,quality care,NA,NA,inactive
49999001920,norco,hydrocodone; paracetamol,hydrocodone,NA,tablet,oral,10-325,mg,20,quality care,NA,NA,active
49999001930,norco,hydrocodone; paracetamol,hydrocodone,NA,tablet,oral,10-325,mg,30,quality care,NA,NA,active
49999001990,norco,hydrocodone; paracetamol,hydrocodone,NA,tablet,oral,10-325,mg,90,quality care,NA,NA,active
49999002215,ultram,tramadol,tramadol,NA,tablet,oral,50,mg,15,quality care,NA,NA,active
49999002220,ultram,tramadol,tramadol,NA,tablet,oral,50,mg,20,quality care,NA,NA,active
49999002221,ultram,tramadol,tramadol,NA,tablet,oral,50,mg,21,quality care,NA,NA,active
49999002225,ultram,tramadol,tramadol,NA,tablet,oral,50,mg,25,quality care,NA,NA,active
49999002230,ultram,tramadol,tramadol,NA,tablet,oral,50,mg,30,quality care,NA,NA,active
49999002256,ultram,tramadol,tramadol,NA,tablet,oral,50,mg,56,quality care,NA,NA,active
49999002260,ultram,tramadol,tramadol,NA,tablet,oral,50,mg,60,quality care,NA,NA,active
49999002500,propoxacet-n 100,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,100,quality care,NA,NA,inactive
49999002501,propoxacet-n 100,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,120,quality care,NA,NA,inactive
49999002506,propoxyphene n-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,6,quality care,NA,NA,inactive
49999002510,propoxacet-n 100,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,10,quality care,NA,NA,inactive
49999002512,propoxacet-n 100,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,12,quality care,NA,NA,inactive
49999002515,propoxacet-n 100,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,15,quality care,NA,NA,inactive
49999002520,propoxacet-n 100,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,20,quality care,NA,NA,inactive
49999002530,propoxacet-n 100,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,30,quality care,NA,NA,inactive
49999002550,propoxacet-n 100,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,50,quality care,NA,NA,inactive
49999002560,propoxacet-n 100,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,60,quality care,NA,NA,inactive
49999002590,propoxacet-n 100,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,90,quality care,NA,NA,inactive
49999002601,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,120,quality care,NA,NA,active
49999002630,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,30,quality care,NA,NA,active
49999002640,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,40,quality care,NA,NA,active
49999002660,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,60,quality care,NA,NA,active
49999002690,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,90,quality care,NA,NA,active
49999005130,vicodin,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,30,quality care,NA,NA,inactive
49999005160,vicodin,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg/1,60 tablet in 1 bottle (49999-051-60),lake erie medical & surgical supply dba quality care products llc,1/7/83,NA,NA
49999005190,vicodin,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg/1,90 tablet in 1 bottle (49999-051-90),lake erie medical & surgical supply dba quality care products llc,1/7/83,NA,NA
49999005200,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-750,mg,100,quality care,NA,NA,inactive
49999005201,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-750,mg,120,quality care,NA,NA,inactive
49999005202,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-750,mg,2,quality care,NA,NA,inactive
49999005205,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-750,mg,5,quality care,NA,NA,inactive
49999005215,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-750,mg,15,quality care,NA,NA,inactive
49999005220,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-750,mg,20,quality care,NA,NA,inactive
49999005230,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-750,mg,30,quality care,NA,NA,inactive
49999005240,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-750,mg,40,quality care,NA,NA,inactive
49999005260,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-750,mg,60,quality care,NA,NA,inactive
49999005290,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-750,mg,90,quality care,NA,NA,inactive
49999005300,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,100,quality care,NA,NA,inactive
49999005301,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,120,quality care,NA,NA,inactive
49999005305,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,5,quality care,NA,NA,inactive
49999005310,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,10,quality care,NA,NA,inactive
49999005315,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,15,quality care,NA,NA,inactive
49999005320,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,20,quality care,NA,NA,inactive
49999005330,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,30,quality care,NA,NA,inactive
49999005340,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,40,quality care,NA,NA,inactive
49999005350,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,50,quality care,NA,NA,inactive
49999005360,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,60,quality care,NA,NA,inactive
49999005390,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,90,quality care,NA,NA,inactive
49999005420,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-650,mg,20,quality care,NA,NA,inactive
49999005430,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-650,mg,30,quality care,NA,NA,inactive
49999006000,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,100,quality care,NA,NA,active
49999006001,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,120,quality care,NA,NA,active
49999006006,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,6,quality care,NA,NA,active
49999006010,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,10,quality care,NA,NA,active
